Date,pm25_median,pm10_median,no2_median,so2_median,co_median,o3_median,temperature_median,humidity_median,wind-speed_median,AQI,Category
2024-04-21,31.09,54.29,44.05,60.58,1.78,73.18,20.6,54.4,5.66,89.2,Satisfactory
2024-01-05,203.21,372.04,372.49,887.26,17.77,659.7,21.1,74.2,2.09,383.8,Very Poor
2021-11-06,31.68,96.89,55.95,44.95,1.38,70.35,20.3,55.5,3.22,97.0,Satisfactory
2021-09-10,86.58,196.17,82.6,378.86,4.41,142.45,22.6,37.9,3.1,199.6,Moderate
2021-09-22,13.92,29.99,35.21,23.4,0.53,9.72,25.3,41.9,10.05,44.0,Good
2024-05-21,22.55,39.62,12.14,31.94,0.78,19.19,27.8,58.2,9.67,39.9,Good
2022-12-30,370.08,502.75,476.42,1792.57,46.46,837.96,2.0,85.1,1.47,478.1,Severe
2022-12-30,386.94,551.83,461.06,1927.94,38.58,835.51,16.4,81.3,0.54,482.1,Severe
2023-06-29,74.69,145.96,122.83,272.98,2.34,157.89,24.9,47.5,6.26,185.3,Moderate
2023-09-28,115.42,299.19,195.95,736.7,16.69,169.55,16.3,54.7,3.15,295.6,Poor
2024-05-08,145.69,389.45,324.6,1392.96,18.53,261.25,32.1,81.9,1.95,374.4,Very Poor
2023-09-18,294.29,559.96,427.18,1886.14,39.94,755.94,3.5,90.3,1.62,476.7,Severe
2021-04-26,116.29,278.29,270.47,550.52,12.9,187.3,12.5,40.5,2.14,290.6,Poor
2022-07-17,88.37,176.13,88.21,250.6,5.65,129.98,32.6,42.0,3.12,194.6,Moderate
2022-08-08,105.25,306.44,228.87,755.72,10.07,197.54,30.7,64.8,3.52,289.5,Poor
2023-04-18,288.65,462.61,536.79,1818.7,36.22,944.87,14.8,88.5,1.56,478.3,Severe
2022-05-06,321.79,527.02,473.11,1994.22,34.76,915.65,6.1,80.8,0.62,498.6,Severe
2021-04-02,440.98,883.8,486.68,1668.16,36.28,953.17,13.7,85.4,2.1,500.0,Severe
2023-05-19,251.55,451.67,472.9,1794.42,34.02,827.42,9.1,74.6,1.32,449.0,Severe
2024-08-23,126.3,355.59,329.85,1437.74,29.06,419.71,26.9,85.0,1.08,379.9,Very Poor
2021-10-14,22.92,40.34,26.1,23.79,0.88,4.94,20.7,25.1,9.59,43.9,Good
2024-06-25,178.68,404.69,370.33,1220.23,33.2,669.13,38.4,59.6,1.23,395.3,Very Poor
2024-08-22,63.94,171.5,153.04,361.58,7.87,144.8,26.3,51.0,5.25,193.9,Moderate
2023-12-07,94.96,254.2,255.03,596.63,13.36,177.46,21.3,51.5,3.01,275.3,Poor
2021-09-05,27.69,52.11,15.56,24.0,0.19,25.64,23.9,62.1,5.23,53.0,Good
2022-01-14,299.2,443.13,536.85,1859.58,41.4,791.8,14.9,83.8,2.15,468.7,Severe
2023-04-01,186.93,394.51,293.08,1299.62,27.43,508.89,31.0,60.2,2.81,362.8,Very Poor
2022-08-04,45.45,77.34,45.73,52.04,1.74,99.03,27.5,31.1,4.13,99.0,Satisfactory
2024-04-15,92.91,297.13,205.23,394.9,14.9,225.45,29.1,53.4,4.04,304.2,Poor
2022-08-06,65.11,227.41,132.32,216.14,5.66,136.92,38.4,38.9,2.76,185.1,Moderate
2021-08-10,84.82,123.5,157.41,254.61,7.43,182.64,42.4,72.0,2.1,237.1,Moderate
2022-01-25,25.53,44.06,6.83,6.96,0.85,7.86,14.6,52.9,8.77,44.1,Good
2022-12-02,318.55,578.61,541.28,1722.03,38.98,741.26,5.6,93.5,1.19,487.5,Severe
2021-02-13,227.02,367.85,365.24,1055.83,24.31,232.34,14.9,77.7,1.57,382.5,Very Poor
2024-11-12,36.23,58.81,51.65,54.82,1.47,55.3,19.8,69.9,5.07,73.8,Satisfactory
2021-06-13,52.5,94.76,71.05,58.26,1.38,108.11,35.7,69.3,4.11,112.7,Satisfactory
2022-12-05,115.24,303.59,257.28,741.89,14.02,164.74,5.7,61.9,3.28,286.3,Poor
2022-10-04,3.53,38.29,5.07,6.31,0.38,43.74,28.6,56.3,11.99,43.7,Good
2024-03-20,342.25,739.98,474.23,1714.26,44.22,939.61,7.1,92.7,1.86,500.0,Severe
2021-06-12,67.46,171.57,156.35,283.62,7.89,122.19,42.3,63.1,3.99,176.6,Moderate
2024-07-25,113.53,285.55,193.84,664.41,10.75,209.51,37.5,43.3,4.22,301.3,Poor
2024-08-05,203.46,410.36,348.96,897.41,24.26,505.05,26.9,66.1,1.65,375.7,Very Poor
2021-11-09,83.07,243.88,130.26,112.27,2.4,129.49,15.1,38.7,2.24,196.0,Moderate
2023-12-06,440.66,955.04,468.17,1710.19,38.22,716.76,18.4,83.3,1.41,500.0,Severe
2024-04-24,186.0,388.38,325.23,940.03,20.6,462.14,8.2,59.1,1.02,351.2,Very Poor
2021-08-18,21.45,46.49,37.46,5.57,0.49,54.44,36.5,36.4,10.85,55.3,Good
2023-12-07,211.58,357.63,379.51,1540.15,27.79,238.15,28.9,83.1,2.64,392.6,Very Poor
2023-12-03,383.45,578.51,413.79,1862.11,35.88,763.16,-5.0,75.0,1.55,487.5,Severe
2023-05-17,222.56,391.7,287.5,1181.85,22.7,802.08,19.3,64.2,1.32,422.2,Very Poor
2023-12-10,177.26,426.32,319.91,806.61,29.96,515.37,15.8,88.8,1.76,395.4,Very Poor
2024-10-13,282.42,472.23,443.19,1811.01,40.36,710.85,10.2,65.5,2.48,453.1,Severe
2023-09-23,52.03,76.82,41.04,67.22,1.67,77.75,28.8,54.2,6.43,86.9,Satisfactory
2022-06-28,45.24,83.18,77.5,78.64,1.78,95.56,39.4,32.5,4.69,98.3,Satisfactory
2024-03-25,227.06,352.23,304.79,801.57,23.11,778.46,21.9,85.7,0.91,412.9,Very Poor
2023-05-09,14.54,43.48,33.38,14.94,0.5,44.38,25.3,54.1,6.19,44.4,Good
2024-12-14,84.92,151.91,129.68,109.12,8.84,139.15,20.4,49.8,3.88,185.6,Moderate
2024-07-01,63.84,113.7,140.41,189.7,9.58,173.75,30.8,60.4,5.38,215.0,Moderate
2024-01-17,156.12,419.25,385.95,1160.92,20.69,552.58,11.0,69.0,2.85,388.4,Very Poor
2022-09-19,460.96,552.74,473.6,1658.63,46.76,820.65,8.1,68.7,0.69,484.5,Severe
2021-12-30,81.68,143.21,178.43,133.22,5.67,120.5,15.6,52.3,5.51,198.4,Moderate
2021-06-15,275.57,538.0,464.92,1760.01,39.16,983.6,9.1,58.8,1.24,493.6,Severe
2024-03-04,155.32,407.8,320.5,1578.23,23.2,412.83,31.8,55.1,1.99,397.3,Very Poor
2022-01-21,30.83,69.69,69.23,57.16,1.68,53.66,18.1,48.8,6.52,86.8,Satisfactory
2021-07-11,319.3,536.75,431.7,1619.5,43.12,991.57,33.5,61.2,2.02,496.7,Severe
2024-05-10,86.03,118.63,173.41,128.94,2.28,170.38,15.0,49.1,6.16,206.7,Moderate
2023-08-11,17.2,34.76,37.86,16.51,0.92,7.08,34.7,29.4,8.66,47.3,Good
2021-01-15,113.6,254.64,279.49,787.76,13.54,171.02,11.7,78.4,3.97,299.5,Poor
2021-09-16,39.05,97.43,46.23,64.4,1.85,62.97,15.6,68.2,7.68,97.5,Satisfactory
2023-03-26,72.36,138.72,107.29,340.64,7.66,177.94,21.1,73.9,3.33,225.4,Moderate
2024-01-05,262.29,511.14,420.75,1847.81,47.18,751.3,0.1,97.7,1.79,482.5,Severe
2024-12-05,192.94,412.37,399.02,1070.56,30.23,431.05,16.4,71.2,2.23,399.2,Very Poor
2021-03-31,188.05,406.46,399.82,815.79,19.22,475.25,7.1,70.8,1.81,399.8,Very Poor
2021-10-03,22.52,47.59,26.06,1.14,0.51,20.44,23.9,48.9,6.09,47.6,Good
2023-03-20,36.15,57.33,56.8,50.45,1.07,102.51,18.6,61.9,7.35,104.5,Satisfactory
2022-02-23,83.38,118.15,96.03,227.93,5.11,90.77,11.4,70.7,2.41,178.1,Moderate
2021-06-09,67.92,119.65,141.89,131.08,5.4,130.41,36.7,41.4,5.0,162.2,Moderate
2022-01-09,190.35,409.98,370.95,1423.72,20.53,590.28,-1.6,99.2,2.61,378.2,Very Poor
2021-10-12,19.17,29.56,26.22,12.66,0.94,19.05,21.0,38.0,5.17,47.1,Good
2022-08-26,75.47,231.22,134.14,287.0,9.52,120.84,42.7,55.2,3.72,194.0,Moderate
2024-05-22,160.23,362.62,357.23,1133.01,24.91,341.99,28.8,88.5,2.55,364.7,Very Poor
2023-02-24,66.77,157.02,85.73,201.21,3.76,119.86,6.2,72.4,3.46,141.0,Moderate
2022-10-30,65.27,192.21,152.02,189.78,5.88,113.91,18.5,38.6,3.57,172.3,Moderate
2021-12-21,59.32,110.63,55.69,69.28,1.9,71.97,26.9,52.6,4.89,108.0,Satisfactory
2024-07-26,118.13,268.05,193.35,641.32,16.81,206.41,20.3,82.7,2.1,297.4,Poor
2022-08-02,246.1,397.13,391.28,993.91,19.72,513.23,27.0,79.5,2.13,397.0,Very Poor
2024-03-25,46.47,92.39,67.61,68.58,1.98,83.46,21.5,60.9,5.65,99.2,Satisfactory
2024-11-11,44.52,77.25,67.26,44.67,1.22,72.61,29.7,44.0,5.91,84.4,Satisfactory
2023-04-04,23.48,46.72,28.01,27.47,0.28,53.86,19.4,38.8,9.28,54.7,Good
2023-09-13,69.54,149.92,161.27,327.65,5.74,149.02,16.5,55.5,5.8,182.7,Moderate
2022-08-17,269.09,470.91,427.09,1612.07,41.13,856.54,18.1,71.0,0.54,445.1,Severe
2024-10-07,55.85,90.35,68.83,43.57,1.88,74.1,21.4,31.8,5.42,94.2,Satisfactory
2021-12-27,367.38,510.32,417.83,1713.81,44.2,737.99,-2.1,70.4,1.8,464.1,Severe
2021-01-17,96.56,268.89,251.18,785.07,10.04,171.5,23.3,94.1,4.07,296.5,Poor
2024-01-08,221.26,477.42,387.37,1580.26,22.33,191.4,29.5,79.9,2.37,428.6,Very Poor
2023-08-16,160.64,384.46,339.4,1496.92,30.43,707.49,14.7,85.9,1.82,392.6,Very Poor
2024-03-07,92.55,328.34,229.83,443.22,11.45,216.73,19.0,58.6,1.88,302.6,Poor
2022-02-14,5.86,37.61,32.09,3.34,0.14,41.65,13.8,50.5,5.21,41.6,Good
2022-02-20,45.11,54.62,72.61,75.31,1.48,47.23,13.3,52.1,5.37,94.2,Satisfactory
2021-10-01,68.52,161.12,162.41,170.43,9.32,119.79,20.1,56.3,2.86,191.6,Moderate
2021-04-28,94.32,265.13,186.24,689.09,11.44,194.1,15.0,73.2,2.59,273.8,Poor
2021-12-12,339.79,591.34,505.69,1734.14,35.8,794.53,-1.1,82.7,0.81,495.0,Severe
2022-11-04,79.25,116.52,130.78,345.28,9.3,114.79,30.9,77.2,2.37,191.3,Moderate
2024-10-19,222.47,381.24,303.35,925.73,17.21,416.57,22.0,62.3,3.0,379.0,Very Poor
2023-08-28,11.04,39.27,21.68,25.79,0.84,37.98,30.7,42.5,3.62,41.8,Good
2021-08-18,450.17,674.25,491.83,1661.91,46.12,995.81,8.4,81.0,0.73,500.0,Severe
2023-10-23,67.59,247.34,154.84,221.99,4.73,122.7,36.8,75.2,5.41,198.2,Moderate
2022-09-28,15.83,23.52,11.63,31.14,0.73,27.56,28.5,62.8,5.73,38.9,Good
2023-12-12,92.98,348.4,265.79,559.64,15.74,169.99,27.7,52.1,4.49,298.4,Poor
2021-09-26,439.94,832.45,409.83,1839.63,35.92,732.21,20.2,79.1,0.71,500.0,Severe
2022-05-20,15.82,22.95,17.66,31.28,0.37,44.26,23.2,30.7,10.99,44.3,Good
2021-01-06,56.48,90.81,43.85,55.75,1.22,81.09,11.4,42.0,5.06,94.2,Satisfactory
2023-06-08,6.42,26.17,16.23,11.55,0.36,30.46,33.3,27.9,5.96,30.5,Good
2022-04-10,318.86,588.15,419.85,1864.56,38.15,864.18,31.5,59.0,0.96,493.1,Severe
2024-07-04,60.96,214.47,126.42,330.59,8.79,163.53,37.0,39.3,3.21,193.5,Moderate
2023-04-30,13.04,39.41,23.51,38.83,0.79,37.21,24.8,63.6,11.12,48.5,Good
2022-05-31,27.53,32.83,36.97,22.22,0.88,52.08,31.5,47.5,10.77,53.0,Good
2023-04-07,298.83,470.2,537.59,1659.24,44.49,881.02,13.0,83.8,0.43,469.1,Severe
2023-01-27,154.7,367.69,302.17,1147.49,28.43,351.9,4.3,79.2,1.35,367.5,Very Poor
2021-01-02,98.62,287.4,258.33,530.51,13.49,154.05,30.6,92.8,3.1,278.5,Poor
2022-05-10,93.77,283.58,214.56,475.8,13.6,221.2,27.8,53.1,4.02,303.4,Poor
2023-05-23,426.29,555.71,487.76,1719.28,40.38,984.06,24.0,88.0,1.8,493.7,Severe
2022-09-25,102.73,338.4,268.31,492.19,15.05,180.09,30.1,53.4,3.43,288.5,Poor
2024-01-18,2.36,7.95,17.07,24.99,0.1,21.73,24.0,74.3,8.03,31.2,Good
2021-01-25,376.47,730.43,532.93,1758.61,45.77,845.54,7.5,100.0,1.77,500.0,Severe
2022-08-06,119.05,285.37,197.67,524.11,13.32,191.03,38.3,66.1,1.28,296.9,Poor
2021-11-17,199.7,388.51,299.65,1498.04,21.8,539.68,19.3,58.8,1.21,387.4,Very Poor
2022-01-17,70.25,204.39,96.2,230.19,5.74,121.56,30.6,51.2,3.72,169.9,Moderate
2022-06-17,24.05,36.08,8.04,19.36,0.9,48.97,32.5,50.4,11.24,49.0,Good
2022-06-24,51.6,89.91,57.75,73.58,1.32,102.91,35.9,40.0,7.56,105.1,Satisfactory
2024-04-23,102.27,334.73,243.24,551.34,11.01,208.77,10.0,58.9,3.89,301.1,Poor
2022-12-18,25.98,31.12,38.12,23.33,0.3,31.0,22.8,73.4,11.9,47.6,Good
2023-11-07,18.24,39.87,30.37,4.41,0.58,42.01,24.7,59.4,12.37,42.0,Good
2023-02-28,131.49,375.78,346.74,1578.47,17.8,270.6,14.0,85.3,1.49,397.3,Very Poor
2021-04-13,208.95,427.35,394.57,842.06,31.18,404.62,14.4,78.7,2.75,396.7,Very Poor
2021-09-29,195.65,426.64,349.63,1329.3,26.18,623.39,4.8,56.4,4.2,395.8,Very Poor
2024-03-31,79.43,120.39,146.76,364.96,5.79,145.43,29.5,77.5,3.22,195.0,Moderate
2024-05-14,345.92,440.07,420.91,1875.52,45.74,978.92,28.0,60.2,0.33,491.7,Severe
2021-03-12,107.47,267.19,274.58,550.68,10.58,214.94,16.1,59.8,2.77,302.2,Poor
2022-12-09,33.34,78.76,46.22,56.34,1.85,61.84,9.2,50.1,3.28,92.4,Satisfactory
2021-11-29,178.32,403.38,328.72,1478.63,32.73,667.97,24.1,59.8,1.28,392.6,Very Poor
2023-03-25,170.69,372.07,362.6,1090.64,29.75,818.95,8.8,83.6,2.89,428.8,Very Poor
2021-08-02,100.19,341.04,251.17,672.67,11.36,218.87,40.7,76.1,1.59,303.0,Poor
2022-12-22,31.5,72.92,55.86,55.42,1.77,69.27,9.5,63.8,4.81,88.8,Satisfactory
2021-01-09,80.35,185.12,102.26,293.44,2.47,123.94,31.0,76.9,5.1,171.4,Moderate
2021-01-25,101.27,348.33,240.06,467.59,10.87,167.64,8.4,82.8,3.85,298.4,Poor
2023-03-03,43.44,60.27,66.28,76.29,1.65,79.38,23.3,65.7,3.04,95.4,Satisfactory
2023-09-19,89.93,187.11,142.51,320.32,5.07,144.44,30.2,64.0,2.48,199.8,Moderate
2024-11-10,6.64,9.35,5.07,23.72,0.58,41.69,29.8,41.1,8.9,41.7,Good
2022-05-04,392.83,599.25,485.46,1849.05,44.95,828.2,7.8,82.9,1.08,499.6,Severe
2022-01-12,108.92,327.98,194.79,484.24,15.99,157.78,24.9,54.7,2.09,285.7,Poor
2021-05-06,106.3,315.72,264.62,703.31,14.96,210.44,17.5,55.6,2.75,301.4,Poor
2024-08-06,39.27,64.25,46.48,51.82,1.23,69.77,35.7,67.4,4.48,70.3,Satisfactory
2024-04-14,6.71,30.5,39.61,3.98,0.71,19.76,27.6,52.6,10.24,49.5,Good
2023-08-16,250.89,512.24,510.01,1617.64,34.76,883.33,26.0,72.2,1.22,455.4,Severe
2022-03-31,101.82,318.43,239.45,496.14,11.16,198.79,24.9,56.3,2.17,277.2,Poor
2023-06-03,4.72,20.22,7.54,35.57,0.37,20.45,27.2,26.2,5.11,44.5,Good
2022-11-16,43.86,97.69,47.28,74.43,1.42,84.96,31.4,35.6,7.57,97.7,Satisfactory
2021-02-23,51.14,109.77,64.66,76.06,1.34,85.09,15.9,63.2,4.86,107.4,Satisfactory
2022-04-02,363.44,764.71,443.9,1856.69,42.41,911.32,16.6,67.9,1.09,500.0,Severe
2021-01-23,92.77,303.98,260.48,467.91,13.55,173.44,24.4,50.9,1.45,280.6,Poor
2023-10-28,52.91,96.62,48.5,60.51,1.83,87.42,27.9,33.5,4.83,96.7,Satisfactory
2024-11-05,87.2,184.36,139.1,276.78,9.79,146.2,24.5,65.0,4.95,197.4,Moderate
2021-05-30,206.22,426.02,383.75,1125.69,29.79,675.5,7.2,67.9,2.03,395.1,Very Poor
2024-12-19,99.58,323.96,271.6,385.95,13.64,175.18,11.7,78.0,4.01,291.7,Poor
2022-01-08,115.83,269.38,180.68,661.62,10.62,161.49,6.3,91.3,2.85,286.2,Poor
2024-12-24,4.23,42.12,36.0,26.4,0.5,37.3,17.3,53.7,6.71,45.0,Good
2021-12-17,116.35,266.95,189.81,648.93,13.52,174.5,24.3,87.6,1.99,287.9,Poor
2023-05-17,70.93,163.06,172.29,166.32,9.31,146.07,29.4,77.8,3.3,192.4,Moderate
2021-03-25,237.43,428.24,301.19,1151.41,18.02,326.46,21.9,73.5,1.59,397.8,Very Poor
2022-02-24,476.23,563.15,474.27,1647.04,34.08,777.65,18.6,100.0,1.37,490.6,Severe
2023-11-09,88.76,179.37,92.62,266.23,5.98,102.87,25.1,50.0,3.73,195.9,Moderate
2022-11-29,185.06,411.54,361.28,816.13,33.71,624.5,13.3,71.4,0.76,398.3,Very Poor
2023-12-15,411.72,891.73,548.07,1847.16,44.33,803.88,-0.7,77.4,1.27,500.0,Severe
2021-04-26,65.33,127.0,109.84,169.59,3.62,178.3,23.8,77.4,2.87,226.3,Moderate
2021-01-26,386.04,795.66,549.15,1710.06,40.98,721.62,5.0,80.9,1.7,500.0,Severe
2021-11-05,79.58,191.2,174.49,335.8,4.26,150.36,33.8,36.0,4.18,194.5,Moderate
2023-12-09,47.42,71.45,71.1,55.05,1.63,82.83,18.5,52.7,3.74,89.1,Satisfactory
2021-09-06,82.7,237.82,106.86,227.68,9.42,91.66,37.4,56.4,4.76,192.8,Moderate
2021-08-11,63.59,228.25,113.1,260.81,5.01,141.4,22.0,56.6,4.51,185.6,Moderate
2023-03-01,57.68,81.62,52.0,56.09,1.59,66.41,23.0,39.2,7.98,96.2,Satisfactory
2022-05-18,66.36,229.34,89.77,365.24,2.77,123.07,34.7,66.6,3.86,195.1,Moderate
2024-08-29,423.69,868.67,507.02,1650.48,39.31,1040.82,34.2,61.9,1.69,500.0,Severe
2022-05-31,31.1,92.37,71.87,54.76,1.23,98.03,17.3,52.4,5.65,98.1,Satisfactory
2024-06-14,345.42,498.11,427.98,1973.71,36.97,984.71,29.1,56.6,1.92,494.0,Severe
2021-12-04,172.27,371.57,357.89,1244.11,18.46,584.99,22.7,83.2,0.56,370.1,Very Poor
2023-08-27,22.38,40.56,36.93,10.93,0.63,38.75,32.5,47.4,14.47,46.2,Good
2023-08-24,267.32,440.12,409.63,1773.66,39.21,845.97,6.0,63.8,1.2,443.8,Severe
2021-04-22,67.51,163.12,86.21,293.99,6.67,180.5,13.8,63.4,2.57,231.8,Moderate
2022-09-30,57.62,88.7,56.52,75.61,1.36,64.12,30.2,68.4,2.77,96.1,Satisfactory
2022-02-23,243.26,427.06,303.73,1272.17,27.09,582.24,0.3,63.1,3.05,396.4,Very Poor
2022-11-10,113.65,328.33,202.93,752.87,14.52,179.22,37.7,69.8,2.04,288.9,Poor
2021-06-17,34.39,86.5,44.54,48.25,1.94,71.53,20.1,50.4,5.96,97.1,Satisfactory
2022-02-08,396.84,613.6,458.89,1869.91,35.61,677.71,20.4,78.8,1.44,500.0,Severe
2024-02-27,34.54,63.16,53.86,64.14,1.33,60.99,28.8,63.8,4.4,80.5,Satisfactory
2022-02-15,242.3,397.37,385.68,869.45,18.35,651.03,10.3,96.3,2.45,394.1,Very Poor
2022-12-31,51.72,99.06,46.72,54.63,1.78,62.73,11.2,64.5,6.35,99.1,Satisfactory
2024-07-29,348.88,523.61,447.28,1848.47,35.14,900.03,18.3,82.7,1.01,462.4,Severe
2023-03-01,90.87,334.62,277.56,441.36,15.92,190.78,32.5,74.9,2.24,297.6,Poor
2023-09-20,6.88,13.25,7.53,33.71,0.4,11.66,28.8,52.7,5.01,42.1,Good
2021-12-05,99.58,296.4,218.12,664.72,11.91,178.53,10.7,92.6,1.78,268.0,Poor
2024-11-02,49.82,70.58,75.26,73.88,1.33,58.57,20.8,66.1,3.69,94.2,Satisfactory
2021-03-14,476.3,663.99,513.44,1635.06,34.6,1023.62,21.0,65.0,1.15,500.0,Severe
2021-05-15,71.47,184.66,174.25,344.08,3.86,155.4,13.6,68.1,6.35,194.3,Moderate
2024-04-06,313.24,466.98,415.97,1998.02,35.23,1011.95,8.2,59.5,1.25,500.0,Severe
2021-01-06,19.21,24.89,38.15,13.75,0.6,7.98,21.0,49.4,10.07,47.7,Good
2021-08-23,4.57,26.98,8.58,17.12,0.41,43.03,26.8,46.6,9.73,43.0,Good
2022-11-28,412.96,537.14,401.01,1789.96,43.25,808.42,10.1,92.8,1.68,465.5,Severe
2023-12-17,104.47,296.82,262.63,611.39,11.17,172.52,28.0,73.3,3.99,282.8,Poor
2024-05-25,79.47,194.79,136.21,135.2,4.3,156.87,27.4,61.2,4.8,183.8,Moderate
2023-04-13,133.23,379.21,331.32,1160.93,30.07,543.97,28.3,61.7,2.07,377.1,Very Poor
2023-09-29,48.58,86.89,47.17,44.24,1.18,64.44,27.7,56.8,6.24,87.1,Satisfactory
2024-06-29,7.61,49.99,23.36,32.1,0.66,39.96,26.6,43.5,4.72,50.0,Good
2021-11-07,305.03,635.68,422.39,1785.56,35.84,757.62,0.3,80.9,1.67,500.0,Severe
2022-08-03,186.99,363.49,338.77,1031.86,24.96,676.49,35.3,78.2,1.03,386.9,Very Poor
2023-12-29,8.85,47.04,36.07,38.06,0.84,15.84,13.8,56.3,10.69,47.6,Good
2024-10-09,61.21,162.03,169.65,222.69,7.55,123.04,14.4,46.1,6.27,189.7,Moderate
2024-08-02,109.55,326.79,249.44,794.9,14.66,205.51,41.5,63.1,2.53,298.8,Poor
2023-01-02,54.46,91.6,48.58,60.94,1.91,53.63,11.4,67.3,3.51,95.5,Satisfactory
2024-05-21,450.84,889.86,527.84,1888.11,34.78,980.46,10.5,80.8,2.77,500.0,Severe
2024-12-30,25.77,56.82,23.74,24.68,0.43,10.52,12.6,42.3,10.11,57.6,Good
2021-05-24,37.27,73.46,66.12,55.07,1.38,63.06,22.5,54.4,5.59,83.0,Satisfactory
2022-08-20,80.04,239.36,169.71,315.55,5.57,178.99,42.1,45.1,5.5,228.0,Moderate
2024-08-09,26.59,45.89,32.26,13.16,0.19,43.84,32.9,42.5,10.01,45.9,Good
2021-01-21,51.64,66.27,47.94,73.57,1.13,55.85,26.7,51.0,4.53,92.1,Satisfactory
2023-06-30,447.33,604.16,422.06,1904.76,44.15,989.18,22.7,67.6,0.57,500.0,Severe
2022-01-18,31.26,71.35,61.22,68.9,1.32,69.62,28.7,61.9,4.31,86.4,Satisfactory
2024-06-30,5.13,41.07,22.59,27.54,0.53,48.01,30.1,44.1,11.16,48.0,Good
2022-03-11,11.53,18.32,22.05,39.13,0.25,10.84,31.2,57.7,8.61,48.9,Good
2024-06-10,211.17,376.49,383.74,861.09,24.59,540.66,31.1,63.2,1.36,386.6,Very Poor
2022-06-13,38.14,96.14,70.77,74.67,1.95,100.36,34.3,42.7,4.22,101.4,Satisfactory
2022-04-30,85.45,183.64,140.84,365.21,7.43,170.92,35.6,75.8,4.18,208.0,Moderate
2023-07-12,9.96,40.23,23.64,31.61,0.77,41.82,29.3,31.6,8.06,41.8,Good
2023-10-30,44.17,81.09,72.87,69.31,1.15,70.47,24.4,68.2,7.45,91.2,Satisfactory
2021-05-08,422.21,740.18,525.38,1601.06,45.65,859.58,29.2,71.5,0.45,500.0,Severe
2023-07-20,55.3,113.01,69.53,44.62,1.52,109.61,21.4,56.9,4.05,114.9,Satisfactory
2021-10-03,41.93,95.34,49.16,73.55,1.81,52.81,32.4,60.6,4.39,95.4,Satisfactory
2023-12-13,47.63,80.99,41.5,62.11,1.94,49.49,24.0,71.6,5.55,97.0,Satisfactory
2023-08-31,35.64,84.76,64.15,71.0,1.2,78.44,23.0,61.4,6.44,89.0,Satisfactory
2023-11-30,17.25,32.48,39.38,19.38,0.13,13.06,27.2,62.4,12.46,49.2,Good
2023-07-02,186.16,375.15,331.56,1226.6,19.18,781.47,24.6,61.9,1.59,414.1,Very Poor
2021-06-16,24.92,37.75,10.16,38.19,0.68,49.97,24.0,46.4,7.46,50.0,Good
2023-03-18,46.77,87.48,53.0,40.71,1.39,78.9,32.4,49.5,3.18,87.7,Satisfactory
2023-12-19,110.8,344.32,265.78,465.74,11.15,171.4,4.3,65.3,1.55,294.4,Poor
2021-08-08,108.06,309.23,261.96,680.19,13.98,224.53,41.7,81.0,2.68,304.0,Poor
2022-08-03,34.5,82.52,67.21,63.34,1.42,65.48,22.1,57.0,3.21,84.3,Satisfactory
2023-05-22,81.53,243.38,91.07,172.32,4.63,118.63,29.6,43.3,2.29,195.6,Moderate
2021-11-19,80.55,231.35,94.5,331.28,2.81,105.12,33.5,45.3,6.04,187.7,Moderate
2023-09-03,278.53,481.82,536.49,1663.88,35.25,682.58,5.3,90.5,0.74,468.5,Severe
2024-08-06,395.5,680.61,451.88,1817.05,43.1,906.47,35.0,90.1,1.51,500.0,Severe
2022-06-09,248.09,359.42,388.46,1334.62,17.63,782.85,38.2,84.1,3.96,414.7,Very Poor
2024-09-10,20.32,34.81,13.87,6.44,0.16,16.27,31.0,62.3,6.87,34.8,Good
2024-08-28,64.62,224.85,148.33,106.31,8.15,174.29,23.5,48.2,5.32,216.4,Moderate
2024-05-27,80.25,146.46,162.72,128.29,9.49,151.33,34.8,74.7,5.01,193.7,Moderate
2024-12-19,6.93,38.74,28.76,28.66,0.91,9.17,18.0,50.6,9.24,45.4,Good
2023-07-06,310.72,530.79,516.88,1717.35,37.27,1021.64,13.4,73.3,0.89,500.0,Severe
2021-05-19,18.72,26.32,13.94,24.39,0.66,30.56,22.1,38.3,6.01,32.9,Good
2021-02-01,90.57,306.41,216.95,543.0,14.9,186.04,4.8,92.7,2.89,270.3,Poor
2022-02-03,434.68,741.39,417.74,1787.21,40.04,833.86,6.4,68.6,1.22,500.0,Severe
2024-01-06,453.04,584.28,519.72,1816.94,47.59,738.48,20.6,84.6,1.01,490.8,Severe
2022-04-04,34.48,99.76,51.81,62.99,1.07,73.04,18.4,55.9,7.88,99.8,Satisfactory
2023-11-16,87.01,136.95,89.51,264.28,8.18,147.18,15.4,77.6,4.06,190.1,Moderate
2023-01-17,284.76,544.31,468.19,1770.48,39.55,809.7,-0.1,69.6,0.69,467.6,Severe
2023-08-20,76.15,243.2,159.28,215.1,7.87,138.06,39.3,67.2,2.01,195.5,Moderate
2021-02-20,11.68,23.54,35.68,5.76,0.91,35.46,17.4,52.7,5.94,45.5,Good
2024-11-27,89.34,179.87,174.19,117.15,3.01,135.4,30.9,72.5,4.85,197.8,Moderate
2021-12-05,113.15,283.34,228.83,575.48,16.8,153.2,27.7,75.9,3.82,297.2,Poor
2024-05-20,27.96,40.92,4.46,12.94,0.25,20.53,19.3,47.3,9.91,46.6,Good
